digit,speaker_id,gender,accent,age,origin,split
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
5,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
6,16,male,German,30.0,"Europe, Germany, Muenchen",train
2,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,16,male,German,30.0,"Europe, Germany, Muenchen",train
9,16,male,German,30.0,"Europe, Germany, Muenchen",train
4,16,male,German,30.0,"Europe, Germany, Muenchen",train
8,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
3,16,male,German,30.0,"Europe, Germany, Muenchen",train
7,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
0,16,male,German,30.0,"Europe, Germany, Muenchen",train
1,45,male,German,,"Europe, Germany, Stuttgart",train
8,45,male,German,,"Europe, Germany, Stuttgart",train
2,45,male,German,,"Europe, Germany, Stuttgart",train
2,45,male,German,,"Europe, Germany, Stuttgart",train
5,45,male,German,,"Europe, Germany, Stuttgart",train
5,45,male,German,,"Europe, Germany, Stuttgart",train
4,45,male,German,,"Europe, Germany, Stuttgart",train
0,45,male,German,,"Europe, Germany, Stuttgart",train
7,45,male,German,,"Europe, Germany, Stuttgart",train
7,45,male,German,,"Europe, Germany, Stuttgart",train
3,45,male,German,,"Europe, Germany, Stuttgart",train
9,45,male,German,,"Europe, Germany, Stuttgart",train
9,45,male,German,,"Europe, Germany, Stuttgart",train
4,45,male,German,,"Europe, Germany, Stuttgart",train
4,45,male,German,,"Europe, Germany, Stuttgart",train
4,45,male,German,,"Europe, Germany, Stuttgart",train
4,45,male,German,,"Europe, Germany, Stuttgart",train
4,45,male,German,,"Europe, Germany, Stuttgart",train
4,45,male,German,,"Europe, Germany, Stuttgart",train
9,45,male,German,,"Europe, Germany, Stuttgart",train
9,45,male,German,,"Europe, Germany, Stuttgart",train
3,45,male,German,,"Europe, Germany, Stuttgart",train
7,45,male,German,,"Europe, Germany, Stuttgart",train
7,45,male,German,,"Europe, Germany, Stuttgart",train
0,45,male,German,,"Europe, Germany, Stuttgart",train
4,45,male,German,,"Europe, Germany, Stuttgart",train
5,45,male,German,,"Europe, Germany, Stuttgart",train
5,45,male,German,,"Europe, Germany, Stuttgart",train
2,45,male,German,,"Europe, Germany, Stuttgart",train
2,45,male,German,,"Europe, Germany, Stuttgart",train
8,45,male,German,,"Europe, Germany, Stuttgart",train
1,45,male,German,,"Europe, Germany, Stuttgart",train
1,45,male,German,,"Europe, Germany, Stuttgart",train
1,45,male,German,,"Europe, Germany, Stuttgart",train
8,45,male,German,,"Europe, Germany, Stuttgart",train
2,45,male,German,,"Europe, Germany, Stuttgart",train
